timestamp,totalDataChartBreakdown,totalDataChart
2022/2/9 16:00,,1638354.2300000046
2022/2/10 16:00,,946932.4899999988
2022/2/11 16:00,,1322475.4499999941
2022/2/12 16:00,,1261586.0199999982
2022/2/13 16:00,,1065400.7000000025
2022/2/14 16:00,,1363075.2100000018
2022/2/15 16:00,,1460273.8799999976
2022/2/16 16:00,,1176063.6900000018
2022/2/17 16:00,,1020173.0299999989
2022/2/18 16:00,,1357135.350000005
2022/2/19 16:00,,2451191.5199999968
2022/2/20 16:00,,2148301.309999998
2022/2/21 16:00,,1136715.4700000032
2022/2/22 16:00,,1951763.0100000051
2022/2/23 16:00,,2523543.659999998
2022/2/24 16:00,,1613363.8900000039
2022/2/25 16:00,,2986668.1499999957
2022/2/26 16:00,,1255017.479999999
2022/2/27 16:00,,957758.4499999878
2022/2/28 16:00,,691152.8800000027
2022/3/1 16:00,,1243038.0600000005
2022/3/2 16:00,,1306122.8199999987
2022/3/3 16:00,,988701.3399999989
2022/3/4 16:00,,541397.8200000022
2022/3/5 16:00,,768007.1399999987
2022/3/6 16:00,,698408.4499999955
2022/3/7 16:00,,490690.65000000224
2022/3/8 16:00,,959675.7299999972
2022/3/9 16:00,,1032111.4900000026
2022/3/10 16:00,,609990.7899999963
2022/3/11 16:00,,1137689.1900000018
2022/3/12 16:00,,1059442.9899999932
2022/3/13 17:00,,368828.6300000015
2022/3/14 17:00,,935449.1899999969
2022/3/15 17:00,,478577.4400000009
2022/3/16 17:00,,278790.3100000031
2022/3/17 17:00,,269988.97000000323
2022/3/18 17:00,,1414286.6399999894
2022/3/19 17:00,,921328.4700000018
2022/3/20 17:00,,463698.4900000016
2022/3/21 17:00,,389271.97000000067
2022/3/22 17:00,,337709.5599999898
2022/3/23 17:00,,400066.9500000004
2022/3/24 17:00,,357328.06
2022/3/25 17:00,,621960.5400000047
2022/3/26 17:00,,540018.8199999966
2022/3/27 17:00,,663356.2100000046
2022/3/28 17:00,,691697.9299999934
2022/3/29 17:00,,481065.5499999975
2022/3/30 17:00,,491193.76999999606
2022/3/31 17:00,,513253.64000000106
2022/4/1 17:00,,3363458.509999997
2022/4/2 17:00,,1404896.5200000028
2022/4/3 17:00,,1278814.4300000048
2022/4/4 17:00,,1573350.3599999913
2022/4/5 17:00,,516928.07000000775
2022/4/6 17:00,,773134.6299999973
2022/4/7 17:00,,451545.42999999947
2022/4/8 17:00,,383998.89000001084
2022/4/9 17:00,,473560.39
2022/4/10 17:00,,536595.0500000073
2022/4/11 17:00,,222453.03999998956
2022/4/12 17:00,,420949.5500000017
2022/4/13 17:00,,242391.47000000533
2022/4/14 17:00,,237529.85999999288
2022/4/15 17:00,,564502.49
2022/4/16 17:00,,232055.56
2022/4/17 17:00,,456374.3399999961
2022/4/18 17:00,,326582.81999999937
2022/4/19 17:00,,546530.4200000023
2022/4/20 17:00,,353773.24000000115
2022/4/21 17:00,,327196.33999999263
2022/4/22 17:00,,124278.52999999956
2022/4/23 17:00,,318875.0400000089
2022/4/24 17:00,,367186.70999999763
2022/4/25 17:00,,339537.79000000353
2022/4/26 17:00,,623319.5799999991
2022/4/27 17:00,,315318.8899999955
2022/4/28 17:00,,635786.1299999917
2022/4/29 17:00,,911935.63
2022/4/30 17:00,,544724.5899999917
2022/5/1 17:00,,284769.2900000103
2022/5/2 17:00,,436361.38999999687
2022/5/3 17:00,,492788.51999999676
2022/5/4 17:00,,614591.8200000047
2022/5/5 17:00,,288567.62999998825
2022/5/6 17:00,,633245.2600000042
2022/5/7 17:00,,290926.2099999953
2022/5/8 17:00,,1654105.3299999947
2022/5/9 17:00,,1366203.9800000123
2022/5/10 17:00,,3026872.2199999974
2022/5/11 17:00,,5521126.68
2022/5/12 17:00,,826031.69
2022/5/13 17:00,,817268.71
2022/5/14 17:00,,416159.29999999003
2022/5/15 17:00,,1125287.8100000052
2022/5/16 17:00,,6297068.580000009
2022/5/17 17:00,,2772202.0999999926
2022/5/18 17:00,,4030822.5799999954
2022/5/19 17:00,,7313154.429999994
2022/5/20 17:00,,1948665.6599999964
